"round","project","bug_id","seed","budget","tests","coverage","line_cov","branch_cov","total_goals","covered_goals","lines","covered_lines","total_branches","covered_branches","buggy_result","buggy_fails","fixed_result","fixed_fails","verdict"
2,"Closure",66,20260918,60,12,13.63,8.56,18.71,1713,245,41,62,980,180,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",67,20260918,60,17,48.34,57.38,39.31,417,206,43,140,150,47,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",68,20260918,60,19,18.98,19.56,18.4,1720,328,67,195,698,116,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",69,20260918,60,11,13.91,8.91,18.9,1697,246,41,64,970,180,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",6,20260918,60,4,4.48,6.82,2.14,498,23,38,18,222,2,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",70,20260918,60,9,14.56,17.2,11.92,1448,214,59,135,648,70,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",71,20260918,60,2,17.57,22.09,13.04,479,85,22,55,226,26,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",72,20260918,60,9,7.79,10.87,4.71,223,19,15,15,80,0,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",73,20260918,60,24,14.02,16.44,11.61,1310,172,35,95,718,73,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",74,20260918,60,32,12.73,4.19,21.27,1935,276,36,33,1144,243,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",75,20260918,60,143,43.76,42.76,44.51,3302,1444,170,387,2350,1021,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",76,20260918,60,1,5.81,8.33,3.29,296,17,13,12,146,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",77,20260918,60,20,12.53,14.82,9.92,1276,146,33,83,702,59,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",78,20260918,60,24,14.28,6.25,22.3,1855,291,35,47,1100,245,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",79,20260918,60,11,35.55,40.85,30.26,512,184,33,116,214,56,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",7,20260918,60,43,58.69,60.59,56.79,332,192,80,103,102,58,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",80,20260918,60,126,42.65,42.33,42.51,3302,1392,170,381,2356,975,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",81,20260918,60,5,11.74,17.92,5.57,1125,135,74,105,500,23,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",82,20260918,60,85,91.52,92.69,90.35,447,409,85,203,166,146,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",83,20260918,60,5,57.02,72.34,42,238,154,15,134,44,15,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",84,20260918,60,8,29.83,21.23,39.72,1057,314,70,117,468,191,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",85,20260918,60,18,55.52,63.16,47.89,147,82,8,15,66,5,"FAIL",10,"FAIL",10,"INCONCLUSIVE"
2,"Closure",86,20260918,60,121,46.39,45.7,46.71,2795,1289,141,340,2014,921,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",87,20260918,60,12,10.46,8.82,12.09,806,80,29,39,354,43,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",88,20260918,60,1,6.85,9.52,4.17,246,17,12,12,114,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",89,20260918,60,42,22.46,26.33,18.73,1335,343,75,196,620,132,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",8,20260918,60,1,16.17,20.48,11.86,142,24,8,17,58,7,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",90,20260918,60,89,33.21,40.48,25.93,532,176,26,117,240,62,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",91,20260918,60,7,52.63,56,49.25,117,61,5,28,66,32,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",92,20260918,60,5,13.52,14.97,12.06,676,92,30,59,274,31,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",94,20260918,60,117,48.98,49.19,48.37,2635,1273,131,333,1922,911,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",95,20260918,60,2,13.02,16.41,9.62,1182,158,54,107,514,42,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",96,20260918,60,11,16.61,12.1,21.12,1537,266,38,76,900,187,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",97,20260918,60,19,16.6,10.87,22.34,1304,228,20,59,760,169,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",98,20260918,60,30,66.96,77.3,56.63,329,220,43,126,146,75,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",99,20260918,60,8,65.77,73.91,57.63,105,68,5,34,58,33,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",9,20260918,60,7,32.82,34.26,31.37,159,52,17,37,44,11,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",10,20260918,60,5,100,100,100,78,78,5,69,6,6,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",11,20260918,60,18,96.25,97.26,95.24,115,110,14,71,36,34,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Codec",12,20260918,60,9,94.82,96.77,92.86,59,56,4,30,26,24,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",13,20260918,60,91,92.51,94.55,90.16,997,850,68,428,492,394,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"Codec",14,20260918,60,9,18.14,19.62,16.67,242,42,23,31,72,11,"FAIL",3,"FAIL",3,"INCONCLUSIVE"
2,"Codec",15,20260918,60,10,98.81,100,97.62,93,92,12,49,34,33,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Codec",16,20260918,60,22,100,100,100,256,256,11,161,88,88,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",17,20260918,60,24,100,100,100,74,74,21,39,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",18,20260918,60,22,100,100,100,74,74,21,39,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",1,20260918,60,43,98.41,98.39,98.42,496,478,21,248,230,220,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",2,20260918,60,32,95.78,97.14,94.41,389,372,32,204,168,158,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",3,20260918,60,74,83.77,87.97,79.56,953,795,56,395,484,382,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",4,20260918,60,44,98.98,100,97.97,424,420,39,227,180,176,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",5,20260918,60,42,98.98,99.56,95.94,424,415,39,226,180,172,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",6,20260918,60,10,100,100,100,68,68,6,35,28,28,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",7,20260918,60,14,98.76,55.46,45.77,430,218,39,127,184,84,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Codec",8,20260918,60,53,96.11,98.72,93.28,487,474,45,256,208,196,"PASS",0,"NOT_RUN","","NOT_AVAILABLE"
2,"Codec",9,20260918,60,17,95.45,69.91,60.1,409,265,40,151,174,108,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",10,20260918,60,23,86.06,86.55,84.72,191,162,30,103,56,48,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",11,20260918,60,11,94.29,88.57,100,57,49,13,31,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",12,20260918,60,55,75.07,79.63,69.61,797,596,68,387,282,189,"FAIL",6,"FAIL",7,"INCONCLUSIVE"
2,"Collections",13,20260918,60,62,70.45,73.37,63.07,798,545,68,357,282,169,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",14,20260918,60,6,72.22,66.67,77.78,27,19,8,12,2,2,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",15,20260918,60,21,100,100,100,137,137,28,86,32,32,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Collections",16,20260918,60,26,100,100,100,137,137,28,86,32,32,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",17,20260918,60,3,100,78.57,62.5,22,16,6,11,4,2,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",18,20260918,60,22,96.5,95.6,96.3,145,138,27,87,38,38,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Collections",19,20260918,60,22,97.15,97.25,97.06,177,171,29,106,52,50,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",1,20260918,60,94,79.65,84.08,79.1,978,795,62,412,466,364,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",20,20260918,60,27,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",21,20260918,60,22,95.96,96.33,95.59,177,169,29,105,52,49,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",22,20260918,60,47,83.25,83.77,83.05,309,254,72,160,64,46,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",23,20260918,60,1,9.63,12.12,7.14,61,6,27,4,2,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",24,20260918,60,5,70.78,72,69.57,48,34,13,18,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",25,20260918,60,89,92.56,92.31,92.81,375,346,67,192,126,116,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",26,20260918,60,8,89.72,83.78,95.65,60,49,14,31,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",27,20260918,60,19,76.99,79.67,73.49,206,157,37,98,58,45,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",28,20260918,60,82,50.83,54.38,47.51,1424,733,156,443,542,264,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",2,20260918,60,52,64.81,67.81,59.8,762,485,65,313,272,153,"FAIL",1,"FAIL",2,"INCONCLUSIVE"
2,"Collections",3,20260918,60,104,95.06,96.02,93.36,598,564,48,314,258,240,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",4,20260918,60,22,90.23,90.99,88.57,181,161,28,101,56,49,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",5,20260918,60,23,100,100,100,131,131,28,82,30,30,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",6,20260918,60,78,66.39,67.21,65.57,982,650,62,332,466,298,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",7,20260918,60,51,62.47,64.95,57.52,791,486,66,311,284,154,"FAIL",9,"FAIL",9,"INCONCLUSIVE"
2,"Collections",8,20260918,60,8,83.38,82.14,84.62,123,102,15,69,36,30,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Collections",9,20260918,60,50,64.49,67.14,56.82,801,500,68,327,284,151,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
2,"Compress",10,20260918,60,6,14.05,14.09,13.33,433,56,32,42,120,13,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",11,20260918,60,17,87.1,86.96,87.23,116,99,4,60,46,40,"FAIL",2,"FAIL",3,"INCONCLUSIVE"
2,"Compress",12,20260918,60,18,32.85,35.05,30.65,318,106,23,68,110,27,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",13,20260918,60,45,96.31,95.71,96.12,339,322,43,191,104,99,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
2,"Compress",14,20260918,60,23,92.52,95.05,90,171,159,13,96,66,59,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Compress",15,20260918,60,48,96.78,95.77,97.01,347,331,43,194,110,106,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
2,"Compress",16,20260918,60,20,83.98,84.29,83.67,119,99,4,59,48,40,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
2,"Compress",17,20260918,60,25,76.58,78.86,72.58,299,225,23,138,116,84,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",18,20260918,60,21,75.37,77,73.74,299,227,26,154,84,59,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",19,20260918,60,22,100,100,100,175,175,20,103,60,60,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Compress",1,20260918,60,22,91.99,96.34,87.63,261,243,19,158,88,76,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",20,20260918,60,16,37.66,36.15,39.17,333,121,20,77,114,44,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",21,20260918,60,12,75.05,79.12,70.97,543,417,38,286,136,92,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",22,20260918,60,5,4.14,3.98,4.3,781,30,30,20,274,10,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",23,20260918,60,15,80.03,78.57,81.48,152,120,26,77,34,24,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
2,"Compress",24,20260918,60,30,80.08,81.25,78.57,302,236,23,143,118,93,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",25,20260918,60,12,15.52,17.63,13.41,658,104,40,70,252,30,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",26,20260918,60,10,95.83,91.67,100,57,53,8,33,18,18,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",27,20260918,60,29,83.6,84.48,79.84,298,238,23,147,116,93,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",28,20260918,60,19,37.56,42.72,32.39,355,135,31,91,126,31,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",29,20260918,60,135,46.74,48.26,45.11,2592,1083,171,701,924,336,"FAIL",4,"FAIL",4,"INCONCLUSIVE"
2,"Compress",2,20260918,60,7,60.06,71.23,48.89,118,74,8,52,42,19,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",30,20260918,60,5,4.09,3.88,4.3,769,29,30,19,274,10,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",31,20260918,60,29,76.29,79.07,72.58,296,221,23,136,116,84,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Compress",32,20260918,60,20,40.98,45.91,36.05,367,153,33,101,130,37,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",33,20260918,60,33,83.97,84.51,80.16,169,140,14,84,64,51,"FAIL",3,"FAIL",3,"INCONCLUSIVE"
2,"Compress",34,20260918,60,14,100,100,100,98,98,18,68,14,14,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Compress",35,20260918,60,29,77.92,80,75.83,290,221,23,136,112,85,"PASS",0,"FAIL",3,"INCONCLUSIVE"
2,"Compress",36,20260918,60,3,3.18,3.95,2.41,864,28,29,21,326,7,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",37,20260918,60,23,40.4,45.57,35.23,413,169,35,108,158,46,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",38,20260918,60,65,59.74,60.38,60.41,510,302,75,179,152,74,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",39,20260918,60,17,90.82,83.87,97.78,107,92,14,52,36,35,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",3,20260918,60,11,76.67,70,83.33,126,91,13,63,28,22,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",40,20260918,60,7,100,100,100,44,44,4,29,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",41,20260918,60,13,15.45,17.89,13.01,677,107,41,73,260,30,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",42,20260918,60,53,48.21,98.21,97.87,415,396,58,233,132,125,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",43,20260918,60,45,65.04,74.46,57.5,876,597,66,376,300,164,"FAIL",43,"FAIL",43,"INCONCLUSIVE"
2,"Compress",44,20260918,60,4,100,100,100,26,26,6,17,6,6,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",45,20260918,60,28,81.83,82.63,80.17,283,227,23,138,108,87,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Compress",46,20260918,60,37,100,100,100,233,233,33,118,96,96,"PASS",0,"FAIL",5,"INCONCLUSIVE"
2,"Compress",47,20260918,60,11,14.63,17.41,11.85,712,107,41,74,278,29,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",4,20260918,60,72,82.96,85.55,80.61,938,781,63,524,284,214,"FAIL",32,"FAIL",35,"INCONCLUSIVE"
2,"Compress",5,20260918,60,11,32.03,34.16,29.9,258,83,12,55,94,26,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",6,20260918,60,36,100,98.59,100,220,215,35,134,60,60,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"Compress",7,20260918,60,15,98.41,96.83,100,104,102,9,61,38,38,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Compress",8,20260918,60,14,98.57,91.43,95.24,112,103,10,64,38,36,"PASS",0,"FAIL",4,"INCONCLUSIVE"
2,"Compress",9,20260918,60,15,67.69,64.55,70.83,158,105,13,71,42,28,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",10,20260918,60,19,84.5,89.31,79.69,287,244,15,142,126,100,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",11,20260918,60,15,79.66,85.58,73.75,184,147,19,89,68,48,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Csv",12,20260918,60,44,"","","",0,0,0,0,0,0,"PASS",0,"FAIL",7,"INCONCLUSIVE"
2,"Csv",13,20260918,60,79,78.93,84.15,73.72,301,235,15,138,136,100,"PASS",0,"FAIL",6,"INCONCLUSIVE"
2,"Csv",14,20260918,60,71,"","","",0,0,0,0,0,0,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
2,"Csv",15,20260918,60,70,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",16,20260918,60,16,76.67,80.99,72.34,215,165,23,98,78,53,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",1,20260918,60,8,77.29,89.19,65.38,63,50,7,33,22,13,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",2,20260918,60,17,100,100,100,45,45,12,20,18,18,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Csv",3,20260918,60,19,94.65,97.37,91.94,100,94,13,37,60,55,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"Csv",4,20260918,60,14,84.24,88.78,79.71,167,142,18,87,58,45,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Csv",5,20260918,60,15,77.15,83.44,70.87,284,217,15,131,124,87,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",6,20260918,60,18,96.86,97.06,96.67,64,62,16,33,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",7,20260918,60,13,84.15,86.87,81.43,169,142,19,86,58,46,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Csv",8,20260918,60,46,"","","",0,0,0,0,0,0,"PASS",0,"FAIL",3,"INCONCLUSIVE"
2,"Csv",9,20260918,60,19,97.1,97.14,97.06,69,67,16,34,24,24,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",10,20260918,60,4,19.1,24.14,14.06,180,34,14,28,58,6,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",11,20260918,60,16,25.16,23.47,26.86,675,162,80,92,218,57,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",12,20260918,60,24,80.71,80.61,80.81,264,209,26,133,86,70,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Gson",13,20260918,60,35,41.74,42.77,40.71,1351,549,39,290,666,268,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",14,20260918,60,1,62.96,66.12,59.8,446,280,39,160,190,111,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",15,20260918,60,34,91.59,94.48,88.7,296,273,33,171,102,89,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",16,20260918,60,1,65.41,68.02,62.8,454,298,40,168,194,119,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",17,20260918,60,9,80.15,88.89,69.57,77,63,10,48,16,9,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Gson",18,20260918,60,1,64.21,66.8,61.61,461,297,40,167,198,120,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",1,20260918,60,2,7.29,6.25,8.33,72,4,6,3,22,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",2,20260918,60,13,22.38,22.63,22.14,620,135,70,81,210,41,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",3,20260918,60,1,0,0,0,131,0,18,0,32,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",4,20260918,60,72,67.96,70.03,67.33,1638,851,72,471,756,372,"PASS",0,"FAIL",5,"INCONCLUSIVE"
2,"Gson",5,20260918,60,14,79.75,87.92,71.58,244,175,9,131,92,65,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",6,20260918,60,3,63.21,55,71.43,27,14,3,11,6,4,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Gson",7,20260918,60,42,42.42,44.41,40.27,1338,558,40,302,650,258,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Gson",9,20260918,60,72,69.14,70.36,67.92,1116,555,132,325,378,196,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",10,20260918,60,35,56.78,68.82,44.75,760,452,48,320,280,117,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",11,20260918,60,36,60.55,75.64,45.45,765,488,48,354,282,120,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"JacksonCore",12,20260918,60,120,23.25,25.67,21.37,5861,1317,172,794,2652,539,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",13,20260918,60,11,95.39,96.67,94.12,47,45,10,29,12,11,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",14,20260918,60,28,100,100,100,107,107,26,68,22,22,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",15,20260918,60,74,47.46,47.18,47.74,683,320,53,176,272,110,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",16,20260918,60,6,95.83,100,91.67,57,55,7,33,22,20,"PASS",0,"FAIL",3,"INCONCLUSIVE"
2,"JacksonCore",17,20260918,60,51,32.64,34.85,30.43,1526,502,74,344,534,159,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"JacksonCore",18,20260918,60,146,54.16,56.64,52.22,3240,1446,171,988,1106,452,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",19,20260918,60,137,24.87,27.21,22.59,5865,1391,172,845,2648,574,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",1,20260918,60,45,93.02,94.97,91.07,645,602,45,377,238,216,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"JacksonCore",20,20260918,60,47,43.59,41.94,45.24,416,168,65,104,116,37,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",21,20260918,60,63,33.73,32.21,35.26,714,240,55,124,290,77,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",22,20260918,60,60,28.96,28.87,29.05,708,205,55,110,288,56,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",23,20260918,60,32,100,99.05,100,163,162,32,101,40,40,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",24,20260918,60,55,25.28,30.26,20.47,1094,265,113,174,452,82,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",25,20260918,60,74,28.13,28.83,27.42,2840,779,80,414,1394,376,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",2,20260918,60,118,28.83,29.9,27.47,4485,1181,132,690,2012,507,"PASS",0,"FAIL",3,"INCONCLUSIVE"
2,"JacksonCore",3,20260918,60,64,21.58,24.17,21.34,2791,621,82,371,1244,258,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",5,20260918,60,26,94.02,95.18,92.86,153,144,19,79,62,57,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",6,20260918,60,29,95.34,96.39,94.29,153,146,19,80,62,58,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",7,20260918,60,19,100,100,100,111,111,17,69,32,32,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"JacksonCore",8,20260918,60,49,98.25,99.26,97.24,415,409,33,268,138,134,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonCore",9,20260918,60,158,27.25,31.29,23.55,5740,1462,200,881,2590,601,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonXml",1,20260918,60,2,2.52,4.12,0.92,508,13,52,12,186,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonXml",2,20260918,60,1,2.17,3.53,0.81,294,7,24,6,114,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonXml",3,20260918,60,2,2.51,4.11,0.9,513,13,52,12,190,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonXml",4,20260918,60,16,55,56.78,53.23,180,93,11,67,58,29,"PASS",0,"FAIL",4,"INCONCLUSIVE"
2,"JacksonXml",5,20260918,60,14,66.22,69.47,62.96,149,95,13,66,48,28,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JacksonXml",6,20260918,60,64,40.69,40.66,40.73,730,273,68,196,222,75,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",10,20260918,60,5,78,79.07,76.92,82,64,8,34,36,27,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",11,20260918,60,21,99.2,100,98.39,196,195,11,110,84,83,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",12,20260918,60,43,55.62,62.05,49.18,666,369,44,224,288,133,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"JxPath",13,20260918,60,52,70.39,72.83,67.94,760,451,54,271,324,164,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"JxPath",14,20260918,60,89,66.57,64.41,68.73,709,468,43,228,340,229,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",15,20260918,60,4,100,94.44,100,33,31,3,17,14,14,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",16,20260918,60,80,44.3,47.65,40.96,1418,623,88,363,618,234,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",17,20260918,60,17,87.19,90.73,83.64,201,180,11,104,86,74,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",18,20260918,60,4,100,100,100,46,46,5,29,14,14,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",19,20260918,60,76,43.88,47.35,40.4,1347,584,84,341,586,216,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",1,20260918,60,67,42.55,46.65,38.44,1387,588,84,358,582,204,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"JxPath",20,20260918,60,9,95.11,95.35,94.87,82,78,8,41,36,34,"PASS",0,"PASS",0,"NOT_REVEALING"
